timestamp,Hanover Park IL TGS - ESN (),Hanover Park IL TGS - Reflector_url  (),Hanover Park IL TGS - Reflector_status (),Hanover Park IL TGS - GPS_gs (meter_per_sec),Hanover Park IL TGS - Location (),Hanover Park IL TGS - Outside_Temp (°F),Hanover Park IL TGS - Conveyor_RPM (),Hanover Park IL TGS - Liq_GPM (gal/min),Hanover Park IL TGS - Pressure (psi),Hanover Park IL TGS - GPS_gs - transformed (meter_per_sec),Hanover Park IL TGS - Liq_GPM - transformed (gal/min)
"2019-02-01T03:42:56.838144Z","","","","","","","","",688.0,"",""
"2019-02-01T03:42:56.837265Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T03:42:55.837237Z","","","","","","",7680.0,"","","",""
"2019-02-01T03:42:54.987209Z","","","","","{""alt"":244.827,""lat"":42.00464971,""lng"":-88.13812041}","","","","","",""
"2019-02-01T03:42:54.987125Z","","","",5.021,"","","","","",7.25794,""
"2019-02-01T03:42:51.838044Z","","","","","","","","",555.0,"",""
"2019-02-01T03:42:50.837189Z","","","","","","",7.8e3,"","","",""
"2019-02-01T03:42:50.560612Z","","","",2.769,"","","","","",5.005940000000001,""
"2019-02-01T03:42:50.559584Z","","","","","{""alt"":244.972,""lat"":42.00446342,""lng"":-88.13810995}","","","","","",""
"2019-02-01T03:42:47.837107Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T03:42:46.837911Z","","","","","","","","",559.0,"",""
"2019-02-01T03:42:46.837096Z","","","","","","","",1440.0,"","",1440.001264222503
"2019-02-01T03:42:45.837078Z","","","","","","",120.0,"","","",""
"2019-02-01T03:42:44.985632Z","","","","","{""alt"":245.549,""lat"":42.00440725,""lng"":-88.13800886}","","","","","",""
"2019-02-01T03:42:44.985548Z","","","",3.411,"","","","","",5.64794,""
"2019-02-01T03:42:41.837831Z","","","","","","","","",27.0,"",""
"2019-02-01T03:42:40.574972Z","","","",8.721,"","","","","",10.95794,""
"2019-02-01T03:42:40.573920Z","","","","","{""alt"":246.533,""lat"":42.00436123,""lng"":-88.13767113}","","","","","",""
"2019-02-01T03:42:34.984685Z","","","","","{""alt"":246.388,""lat"":42.00425627,""lng"":-88.13699895}","","","","","",""
"2019-02-01T03:42:34.984600Z","","","",13.674,"","","","","",15.91094,""
"2019-02-01T03:42:30.575931Z","","","",14.422,"","","","","",16.65894,""
"2019-02-01T03:42:30.574842Z","","","","","{""alt"":245.915,""lat"":42.00412078,""lng"":-88.13616959}","","","","","",""
"2019-02-01T03:42:24.985548Z","","","","","{""alt"":244.917,""lat"":42.00399234,""lng"":-88.13532346}","","","","","",""
"2019-02-01T03:42:24.985467Z","","","",14.243,"","","","","",16.47994,""
"2019-02-01T03:42:24.838018Z","","","","","","","","",2.0,"",""
"2019-02-01T03:42:20.838016Z","","","","","","","","",3.0,"",""
"2019-02-01T03:42:20.558632Z","","","",13.614,"","","","","",15.850940000000001,""
"2019-02-01T03:42:20.557549Z","","","","","{""alt"":243.489,""lat"":42.00387368,""lng"":-88.13449817}","","","","","",""
"2019-02-01T03:42:14.985248Z","","","","","{""alt"":242.56,""lat"":42.0037546,""lng"":-88.13372099}","","","","","",""
"2019-02-01T03:42:14.985167Z","","","",12.701,"","","","","",14.937940000000001,""
"2019-02-01T03:42:13.838021Z","","","","","","","","",2.0,"",""
"2019-02-01T03:42:10.575230Z","","","",10.467,"","","","","",12.703940000000001,""
"2019-02-01T03:42:10.574165Z","","","","","{""alt"":242.311,""lat"":42.00364868,""lng"":-88.13303009}","","","","","",""
"2019-02-01T03:42:09.838118Z","","","","","","","","",2.0,"",""
"2019-02-01T03:42:04.986599Z","","","","","{""alt"":241.594,""lat"":42.00357186,""lng"":-88.13249158}","","","","","",""
"2019-02-01T03:42:04.986514Z","","","",7.509,"","","","","",9.745940000000001,""
"2019-02-01T03:42:04.837407Z","","","","","","",0.0,0.0,"","",0.0012642225031605564
"2019-02-01T03:42:03.838176Z","","","","","","","","",7.0,"",""
"2019-02-01T03:42:02.837402Z","","","","","","","",540.0,"","",540.0012642225032
"2019-02-01T03:42:00.837449Z","","","","","","",7680.0,"","","",""
"2019-02-01T03:42:00.575934Z","","","",3.209,"","","","","",5.44594,""
"2019-02-01T03:42:00.574852Z","","","","","{""alt"":240.866,""lat"":42.00354832,""lng"":-88.13216635}","","","","","",""
"2019-02-01T03:41:59.838272Z","","","","","","","","",638.0,"",""
"2019-02-01T03:41:57.837442Z","","","","","","","",1260.0,"","",1260.001264222503
"2019-02-01T03:41:55.837679Z","","","","","","",7.5e3,"","","",""
"2019-02-01T03:41:54.988795Z","","","","","{""alt"":240.398,""lat"":42.00362021,""lng"":-88.13206919}","","","","","",""
"2019-02-01T03:41:54.988711Z","","","",1.31,"","","","","",3.54694,""
"2019-02-01T03:41:54.838208Z","","","","","","","","",635.0,"",""
"2019-02-01T03:41:50.837492Z","","","","","","",7740.0,"","","",""
"2019-02-01T03:41:50.579502Z","","","",5.215,"","","","","",7.4519400000000005,""
"2019-02-01T03:41:50.578439Z","","","","","{""alt"":240.96,""lat"":42.00374201,""lng"":-88.13205118}","","","","","",""
"2019-02-01T03:41:49.838340Z","","","","","","","","",711.0,"",""
"2019-02-01T03:41:49.837509Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T03:41:45.837477Z","","","","","","",9840.0,"","","",""
"2019-02-01T03:41:44.990709Z","","","","","{""alt"":241.154,""lat"":42.0040501,""lng"":-88.13205671}","","","","","",""
"2019-02-01T03:41:44.990626Z","","","",8.32,"","","","","",10.55694,""
"2019-02-01T03:41:44.838285Z","","","","","","","","",971.0,"",""
"2019-02-01T03:41:44.837473Z","","","","","","","",1740.0,"","",1740.001264222503
"2019-02-01T03:41:40.837480Z","","","","","","",1.14e4,"","","",""
"2019-02-01T03:41:40.578576Z","","","",9.415,"","","","","",11.65194,""
"2019-02-01T03:41:40.577510Z","","","","","{""alt"":241.392,""lat"":42.00444895,""lng"":-88.13205815}","","","","","",""
"2019-02-01T03:41:39.838268Z","","","","","","","","",960.0,"",""
"2019-02-01T03:41:36.837566Z","","","","","","","",2040.0,"","",2040.001264222503
"2019-02-01T03:41:35.837563Z","","","","","","",11580.0,"","","",""
"2019-02-01T03:41:34.991346Z","","","","","{""alt"":241.77,""lat"":42.00487985,""lng"":-88.13205169}","","","","","",""
"2019-02-01T03:41:34.991264Z","","","",9.883,"","","","","",12.11994,""
"2019-02-01T03:41:34.838372Z","","","","","","","","",914.0,"",""
"2019-02-01T03:41:34.837556Z","","","","","","","",2040.0,"","",2040.001264222503
"2019-02-01T03:41:30.837536Z","","","","","","",11880.0,"","","",""
"2019-02-01T03:41:30.578755Z","","","",9.626,"","","","","",11.86294,""
"2019-02-01T03:41:30.577627Z","","","","","{""alt"":242.731,""lat"":42.00531912,""lng"":-88.13204443}","","","","","",""
"2019-02-01T03:41:29.838366Z","","","","","","","","",900.0,"",""
"2019-02-01T03:41:29.837542Z","","","","","","","",2040.0,"","",2040.001264222503
"2019-02-01T03:41:24.992783Z","","","","","{""alt"":243.517,""lat"":42.00573036,""lng"":-88.1320441}","","","","","",""
"2019-02-01T03:41:24.838357Z","","","","","","","","",902.0,"",""
"2019-02-01T03:41:24.837558Z","","","","","","",10920.0,"","","",""
"2019-02-01T03:41:23.990382Z","","","",9.029,"","","","","",11.26594,""
"2019-02-01T03:41:23.837585Z","","","","","","","",1920.0,"","",1920.001264222503
"2019-02-01T03:41:20.837565Z","","","","","","",1.05e4,"","","",""
"2019-02-01T03:41:20.579202Z","","","",8.627,"","","","","",10.863940000000001,""
"2019-02-01T03:41:20.578099Z","","","","","{""alt"":244.666,""lat"":42.00612329,""lng"":-88.13204357}","","","","","",""
"2019-02-01T03:41:19.838448Z","","","","","","","","",804.0,"",""
"2019-02-01T03:41:19.837605Z","","","","","","","",1860.0,"","",1860.001264222503
"2019-02-01T03:41:15.837578Z","","","","","","",8340.0,"","","",""
"2019-02-01T03:41:14.986700Z","","","","","{""alt"":244.819,""lat"":42.00647437,""lng"":-88.13204361}","","","","","",""
"2019-02-01T03:41:14.986616Z","","","",6.555,"","","","","",8.79194,""
"2019-02-01T03:41:14.838380Z","","","","","","","","",917.0,"",""
"2019-02-01T03:41:14.837560Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T03:41:10.837565Z","","","","","","",7.5e3,"","","",""
"2019-02-01T03:41:10.579273Z","","","",3.928,"","","","","",6.16494,""
"2019-02-01T03:41:10.578163Z","","","","","{""alt"":245.919,""lat"":42.00670704,""lng"":-88.13203603}","","","","","",""
"2019-02-01T03:41:09.838431Z","","","","","","","","",785.0,"",""
"2019-02-01T03:41:09.837616Z","","","","","","","",1260.0,"","",1260.001264222503
"2019-02-01T03:41:04.990833Z","","","","","{""alt"":246.376,""lat"":42.0067965,""lng"":-88.13207183}","","","","","",""
"2019-02-01T03:41:04.990748Z","","","",1.966,"","","","","",4.20294,""
"2019-02-01T03:41:04.838376Z","","","","","","","","",736.0,"",""
"2019-02-01T03:41:04.837572Z","","","","","","",7.5e3,1320.0,"","",1320.001264222503
"2019-02-01T03:41:03.837631Z","","","","","",18.0,"","","","",""
"2019-02-01T03:41:00.837614Z","","","","","","",7680.0,"","","",""
"2019-02-01T03:41:00.579984Z","","","",2.526,"","","","","",4.76294,""
"2019-02-01T03:41:00.578843Z","","","","","{""alt"":245.584,""lat"":42.00680026,""lng"":-88.13218949}","","","","","",""
"2019-02-01T03:40:59.838356Z","","","","","","","","",800.0,"",""
"2019-02-01T03:40:55.837541Z","","","","","","",7740.0,1320.0,"","",1320.001264222503
"2019-02-01T03:40:54.987861Z","","","","","{""alt"":245.593,""lat"":42.00679934,""lng"":-88.1324691}","","","","","",""
"2019-02-01T03:40:54.987758Z","","","",7.186,"","","","","",9.42294,""
"2019-02-01T03:40:54.838369Z","","","","","","","","",630.0,"",""
"2019-02-01T03:40:54.837552Z","","","","","","","",1380.0,"","",1380.001264222503
"2019-02-01T03:40:50.575029Z","","","",4.446,"","","","","",6.68294,""
"2019-02-01T03:40:50.573937Z","","","","","{""alt"":246.745,""lat"":42.0068135,""lng"":-88.1327974}","","","","","",""
"2019-02-01T03:40:49.838313Z","","","","","","","","",621.0,"",""
"2019-02-01T03:40:49.837543Z","","","","","","",7.5e3,"","","",""
"2019-02-01T03:40:45.837568Z","","","","","","",7560.0,1320.0,"","",1320.001264222503
"2019-02-01T03:40:44.991391Z","","","","","{""alt"":246.712,""lat"":42.00676022,""lng"":-88.13298132}","","","","","",""
"2019-02-01T03:40:44.991292Z","","","",2.77,"","","","","",5.00694,""
"2019-02-01T03:40:44.838413Z","","","","","","","","",764.0,"",""
"2019-02-01T03:40:40.837499Z","","","","","","",7560.0,1260.0,"","",1260.001264222503
"2019-02-01T03:40:40.604546Z","","","",5.505,"","","","","",7.74194,""
"2019-02-01T03:40:40.603391Z","","","","","{""alt"":248.85,""lat"":42.00661446,""lng"":-88.1329751}","","","","","",""
"2019-02-01T03:40:39.838320Z","","","","","","","","",929.0,"",""
"2019-02-01T03:40:35.837513Z","","","","","","",9720.0,"","","",""
"2019-02-01T03:40:34.989710Z","","","","","{""alt"":249.13,""lat"":42.00628094,""lng"":-88.13296863}","","","","","",""
"2019-02-01T03:40:34.989623Z","","","",8.274,"","","","","",10.51094,""
"2019-02-01T03:40:34.838285Z","","","","","","","","",941.0,"",""
"2019-02-01T03:40:32.837494Z","","","","","","","",1740.0,"","",1740.001264222503
"2019-02-01T03:40:30.837539Z","","","","","","",9660.0,"","","",""
"2019-02-01T03:40:30.604191Z","","","",7.514,"","","","","",9.75094,""
"2019-02-01T03:40:30.603049Z","","","","","{""alt"":247.491,""lat"":42.00590969,""lng"":-88.13297442}","","","","","",""
"2019-02-01T03:40:29.838402Z","","","","","","","","",966.0,"",""
"2019-02-01T03:40:29.837546Z","","","","","","","",1620.0,"","",1620.001264222503
"2019-02-01T03:40:25.837523Z","","","","","","",8760.0,"","","",""
"2019-02-01T03:40:24.991163Z","","","","","{""alt"":245.435,""lat"":42.00558155,""lng"":-88.13298498}","","","","","",""
"2019-02-01T03:40:24.991074Z","","","",7.069,"","","","","",9.30594,""
"2019-02-01T03:40:24.838382Z","","","","","","","","",893.0,"",""
"2019-02-01T03:40:24.837533Z","","","","","","","",1.5e3,"","",1500.001264222503
"2019-02-01T03:40:20.837581Z","","","","","","",8640.0,"","","",""
"2019-02-01T03:40:20.602201Z","","","",7.212,"","","","","",9.44894,""
"2019-02-01T03:40:20.601070Z","","","","","{""alt"":248.526,""lat"":42.00524875,""lng"":-88.13297352}","","","","","",""
"2019-02-01T03:40:19.838388Z","","","","","","","","",1053.0,"",""
"2019-02-01T03:40:19.837554Z","","","","","","","",1620.0,"","",1620.001264222503
"2019-02-01T03:40:15.837558Z","","","","","","",9360.0,1680.0,"","",1680.001264222503
"2019-02-01T03:40:14.990587Z","","","","","{""alt"":245.318,""lat"":42.00491857,""lng"":-88.13299311}","","","","","",""
"2019-02-01T03:40:14.990504Z","","","",7.232,"","","","","",9.46894,""
"2019-02-01T03:40:14.838367Z","","","","","","","","",903.0,"",""
"2019-02-01T03:40:10.837629Z","","","","","","",9.0e3,"","","",""
"2019-02-01T03:40:10.599398Z","","","",6.765,"","","","","",9.00194,""
"2019-02-01T03:40:10.598333Z","","","","","{""alt"":242.336,""lat"":42.00458886,""lng"":-88.13301492}","","","","","",""
"2019-02-01T03:40:09.838406Z","","","","","","","","",974.0,"",""
"2019-02-01T03:40:09.837586Z","","","","","","","",1440.0,"","",1440.001264222503
"2019-02-01T03:40:05.837629Z","","","","","","",8340.0,1.5e3,"","",1500.001264222503
"2019-02-01T03:40:04.990945Z","","","","","{""alt"":240.947,""lat"":42.00431674,""lng"":-88.13303576}","","","","","",""
"2019-02-01T03:40:04.990860Z","","","",5.123,"","","","","",7.35994,""
"2019-02-01T03:40:03.838333Z","","","","","","","","",2.0,"",""
"2019-02-01T03:40:00.837587Z","","","","","","",180.0,"","","",""
"2019-02-01T03:39:59.838382Z","","","","","","","","",827.0,"",""
"2019-02-01T03:39:58.990983Z","","","","","{""alt"":238.829,""lat"":42.00413789,""lng"":-88.13311923}","","","","","",""
"2019-02-01T03:39:58.990899Z","","","",2.281,"","","","","",4.51794,""
"2019-02-01T03:39:57.837634Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T03:39:55.837615Z","","","","","","",7440.0,"","","",""
"2019-02-01T03:39:54.987581Z","","","","","{""alt"":239.972,""lat"":42.00411469,""lng"":-88.13319971}","","","","","",""
"2019-02-01T03:39:54.987500Z","","","",1.274,"","","","","",3.51094,""
"2019-02-01T03:39:54.838372Z","","","","","","","","",719.0,"",""
"2019-02-01T03:39:52.837590Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T03:39:50.837627Z","","","","","","",12660.0,1.8e3,"","",1800.001264222503
"2019-02-01T03:39:49.838420Z","","","","","","","","",2.0,"",""
"2019-02-01T03:39:48.989306Z","","","","","{""alt"":238.56,""lat"":42.00412286,""lng"":-88.13325377}","","","","","",""
"2019-02-01T03:39:48.989225Z","","","",0.367,"","","","","",2.60394,""
"2019-02-01T03:39:45.837606Z","","","","","","",7380.0,"","","",""
"2019-02-01T03:39:44.989561Z","","","","","{""alt"":239.788,""lat"":42.0041157,""lng"":-88.13325228}","","","","","",""
"2019-02-01T03:39:44.989476Z","","","",1.091,"","","","","",3.32794,""
"2019-02-01T03:39:44.838386Z","","","","","","","","",803.0,"",""
"2019-02-01T03:39:44.837559Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T03:39:39.838418Z","","","","","","","","",869.0,"",""
"2019-02-01T03:39:39.837581Z","","","","","","",7.5e3,1320.0,"","",1320.001264222503
"2019-02-01T03:39:38.988128Z","","","","","{""alt"":241.142,""lat"":42.00409406,""lng"":-88.13313991}","","","","","",""
"2019-02-01T03:39:38.988043Z","","","",1.939,"","","","","",4.175940000000001,""
"2019-02-01T03:39:35.837536Z","","","","","","",240.0,1620.0,"","",1620.001264222503
"2019-02-01T03:39:34.990426Z","","","","","{""alt"":240.59,""lat"":42.0040886,""lng"":-88.13308218}","","","","","",""
"2019-02-01T03:39:34.990346Z","","","",0.083,"","","","","",2.3199400000000003,""
"2019-02-01T03:39:34.838371Z","","","","","","","","",781.0,"",""
"2019-02-01T03:39:30.837559Z","","","","","","",10140.0,1.5e3,"","",1500.001264222503
"2019-02-01T03:39:28.991732Z","","","","","{""alt"":240.842,""lat"":42.00418372,""lng"":-88.13317838}","","","","","",""
"2019-02-01T03:39:28.991649Z","","","",3.502,"","","","","",5.7389399999999995,""
"2019-02-01T03:39:26.838253Z","","","","","","","","",2.0,"",""
"2019-02-01T03:39:24.992597Z","","","","","{""alt"":240.954,""lat"":42.00430057,""lng"":-88.13318128}","","","","","",""
"2019-02-01T03:39:24.992511Z","","","",4.075,"","","","","",6.31194,""
"2019-02-01T03:39:24.838445Z","","","","","","","","",1.0,"",""
"2019-02-01T03:39:18.991345Z","","","","","{""alt"":243.203,""lat"":42.00458195,""lng"":-88.13319387}","","","","","",""
"2019-02-01T03:39:18.991263Z","","","",6.124,"","","","","",8.36094,""
"2019-02-01T03:39:14.977386Z","","","","","{""alt"":244.832,""lat"":42.00483092,""lng"":-88.13323344}","","","","","",""
"2019-02-01T03:39:14.977302Z","","","",4.968,"","","","","",7.204940000000001,""
"2019-02-01T03:39:09.838293Z","","","","","","","","",2.0,"",""
"2019-02-01T03:39:08.980468Z","","","","","{""alt"":247.903,""lat"":42.00512417,""lng"":-88.13319859}","","","","","",""
"2019-02-01T03:39:08.980383Z","","","",5.866,"","","","","",8.10294,""
"2019-02-01T03:39:08.838259Z","","","","","","","","",3.0,"",""
"2019-02-01T03:39:04.987402Z","","","","","{""alt"":248.125,""lat"":42.00533015,""lng"":-88.13319795}","","","","","",""
"2019-02-01T03:39:04.987315Z","","","",5.826,"","","","","",8.06294,""
"2019-02-01T03:38:59.838322Z","","","","","","","","",2.0,"",""
"2019-02-01T03:38:58.981752Z","","","","","{""alt"":250.211,""lat"":42.00559504,""lng"":-88.13321279}","","","","","",""
"2019-02-01T03:38:58.981671Z","","","",5.161,"","","","","",7.39794,""
"2019-02-01T03:38:54.986718Z","","","","","{""alt"":250.346,""lat"":42.00581202,""lng"":-88.13320914}","","","","","",""
"2019-02-01T03:38:54.986637Z","","","",7.12,"","","","","",9.35694,""
"2019-02-01T03:38:52.838333Z","","","","","","","","",2.0,"",""
"2019-02-01T03:38:50.838265Z","","","","","","","","",3.0,"",""
"2019-02-01T03:38:48.981674Z","","","","","{""alt"":252.014,""lat"":42.006228,""lng"":-88.13321872}","","","","","",""
"2019-02-01T03:38:48.981589Z","","","",8.343,"","","","","",10.57994,""
"2019-02-01T03:38:45.838247Z","","","","","","","","",2.0,"",""
"2019-02-01T03:38:44.981672Z","","","","","{""alt"":253.455,""lat"":42.00651048,""lng"":-88.13322876}","","","","","",""
"2019-02-01T03:38:44.981585Z","","","",6.862,"","","","","",9.09894,""
"2019-02-01T03:38:43.837538Z","","","","","","",0.0,0.0,"","",0.0012642225031605564
"2019-02-01T03:38:41.837470Z","","","","","","","",180.0,"","",180.00126422250315
"2019-02-01T03:38:40.838256Z","","","","","","","","",696.0,"",""
"2019-02-01T03:38:40.837471Z","","","","","","",7680.0,"","","",""
"2019-02-01T03:38:38.985961Z","","","","","{""alt"":255.012,""lat"":42.00678027,""lng"":-88.13327229}","","","","","",""
"2019-02-01T03:38:38.985881Z","","","",3.189,"","","","","",5.425940000000001,""
"2019-02-01T03:38:35.838300Z","","","","","","","","",1037.0,"",""
"2019-02-01T03:38:35.837473Z","","","","","","",7.5e3,"","","",""
"2019-02-01T03:38:34.987581Z","","","","","{""alt"":253.202,""lat"":42.00681555,""lng"":-88.13344125}","","","","","",""
"2019-02-01T03:38:34.987496Z","","","",5.999,"","","","","",8.23594,""
"2019-02-01T03:38:34.837451Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T03:38:30.838224Z","","","","","","","","",826.0,"",""
"2019-02-01T03:38:30.837387Z","","","","","","",9480.0,1740.0,"","",1740.001264222503
"2019-02-01T03:38:28.988642Z","","","","","{""alt"":252.385,""lat"":42.00691546,""lng"":-88.13395971}","","","","","",""
"2019-02-01T03:38:28.988557Z","","","",8.299,"","","","","",10.53594,""
"2019-02-01T03:38:25.838249Z","","","","","","","","",963.0,"",""
"2019-02-01T03:38:25.837403Z","","","","","","",10440.0,1860.0,"","",1860.001264222503
"2019-02-01T03:38:24.978598Z","","","","","{""alt"":251.815,""lat"":42.00697061,""lng"":-88.13435696}","","","","","",""
"2019-02-01T03:38:24.978512Z","","","",8.282,"","","","","",10.51894,""
"2019-02-01T03:38:20.838146Z","","","","","","","","",1088.0,"",""
"2019-02-01T03:38:20.837370Z","","","","","","",10440.0,"","","",""
"2019-02-01T03:38:18.979098Z","","","","","{""alt"":250.822,""lat"":42.00699538,""lng"":-88.13497901}","","","","","",""
"2019-02-01T03:38:18.979017Z","","","",8.522,"","","","","",10.75894,""
"2019-02-01T03:38:18.837355Z","","","","","","","",1860.0,"","",1860.001264222503
"2019-02-01T03:38:16.838249Z","","","","","","","","",978.0,"",""
"2019-02-01T03:38:16.837424Z","","","","","","",10020.0,1.8e3,"","",1800.001264222503
"2019-02-01T03:38:14.978709Z","","","","","{""alt"":250.178,""lat"":42.00705645,""lng"":-88.13537812}","","","","","",""
"2019-02-01T03:38:14.978620Z","","","",6.907,"","","","","",9.14394,""
"2019-02-01T03:38:11.838187Z","","","","","","","","",989.0,"",""
"2019-02-01T03:38:11.837360Z","","","","","","",7560.0,1320.0,"","",1320.001264222503
"2019-02-01T03:38:08.988264Z","","","","","{""alt"":249.602,""lat"":42.00720276,""lng"":-88.1357558}","","","","","",""
"2019-02-01T03:38:08.988180Z","","","",3.969,"","","","","",6.20594,""
"2019-02-01T03:38:06.837377Z","","","","","","",9420.0,1740.0,"","",1740.001264222503
"2019-02-01T03:38:05.838118Z","","","","","","","","",2.0,"",""
"2019-02-01T03:38:04.987838Z","","","","","{""alt"":247.974,""lat"":42.00733239,""lng"":-88.13582642}","","","","","",""
"2019-02-01T03:38:04.987755Z","","","",2.985,"","","","","",5.22194,""
"2019-02-01T03:38:01.838075Z","","","","","","","","",20.0,"",""
"2019-02-01T03:37:58.989862Z","","","","","{""alt"":248.263,""lat"":42.00738445,""lng"":-88.13580156}","","","","","",""
"2019-02-01T03:37:58.989774Z","","","",1.507,"","","","","",3.7439400000000003,""
"2019-02-01T03:37:54.988101Z","","","","","{""alt"":249.809,""lat"":42.00731181,""lng"":-88.13580703}","","","","","",""
"2019-02-01T03:37:54.988014Z","","","",2.409,"","","","","",4.6459399999999995,""
"2019-02-01T03:37:48.991189Z","","","","","{""alt"":251.28,""lat"":42.00724271,""lng"":-88.13580839}","","","","","",""
"2019-02-01T03:37:48.991107Z","","","",0.638,"","","","","",2.87494,""
"2019-02-01T03:37:47.838069Z","","","","","","","","",2.0,"",""
"2019-02-01T03:37:44.987220Z","","","","","{""alt"":253.745,""lat"":42.00727287,""lng"":-88.135686}","","","","","",""
"2019-02-01T03:37:44.987140Z","","","",3.075,"","","","","",5.31194,""
"2019-02-01T03:37:44.838051Z","","","","","","","","",5.0,"",""
"2019-02-01T03:37:38.989374Z","","","","","{""alt"":253.63,""lat"":42.00720063,""lng"":-88.13536973}","","","","","",""
"2019-02-01T03:37:38.989295Z","","","",7.216,"","","","","",9.45294,""
"2019-02-01T03:37:34.984931Z","","","","","{""alt"":253.143,""lat"":42.00712849,""lng"":-88.1349851}","","","","","",""
"2019-02-01T03:37:34.984847Z","","","",9.101,"","","","","",11.337940000000001,""
"2019-02-01T03:37:30.837958Z","","","","","","","","",2.0,"",""
"2019-02-01T03:37:28.987026Z","","","","","{""alt"":252.909,""lat"":42.0071064,""lng"":-88.13431829}","","","","","",""
"2019-02-01T03:37:28.986941Z","","","",9.288,"","","","","",11.52494,""
"2019-02-01T03:37:25.837867Z","","","","","","","","",3.0,"",""
"2019-02-01T03:37:24.984798Z","","","","","{""alt"":251.783,""lat"":42.00708148,""lng"":-88.13389743}","","","","","",""
"2019-02-01T03:37:24.984713Z","","","",9.369,"","","","","",11.60594,""
"2019-02-01T03:37:18.987209Z","","","","","{""alt"":251.049,""lat"":42.00697488,""lng"":-88.13323609}","","","","","",""
"2019-02-01T03:37:17.987449Z","","","",9.177,"","","","","",11.41394,""
"2019-02-01T03:37:16.837862Z","","","","","","","","",2.0,"",""
"2019-02-01T03:37:14.985209Z","","","","","{""alt"":250.956,""lat"":42.00697188,""lng"":-88.13279364}","","","","","",""
"2019-02-01T03:37:14.985125Z","","","",8.489,"","","","","",10.725940000000001,""
"2019-02-01T03:37:10.837884Z","","","","","","","","",2.0,"",""
"2019-02-01T03:37:10.837168Z","","","","","","",0.0,"","","",""
"2019-02-01T03:37:09.837176Z","","","","","","","",0.0,"","",0.0012642225031605564
"2019-02-01T03:37:08.991409Z","","","","","{""alt"":249.873,""lat"":42.00694892,""lng"":-88.13227455}","","","","","",""
"2019-02-01T03:37:08.991325Z","","","",5.706,"","","","","",7.94294,""
"2019-02-01T03:37:06.837882Z","","","","","","","","",683.0,"",""
"2019-02-01T03:37:05.837223Z","","","","","","",7.5e3,"","","",""
"2019-02-01T03:37:04.982079Z","","","","","{""alt"":248.521,""lat"":42.00696824,""lng"":-88.13208157}","","","","","",""
"2019-02-01T03:37:04.981995Z","","","",2.021,"","","","","",4.25794,""
"2019-02-01T03:37:01.838069Z","","","","","","","","",919.0,"",""
"2019-02-01T03:37:00.837192Z","","","","","","",7680.0,1320.0,"","",1320.001264222503
"2019-02-01T03:36:58.984191Z","","","","","{""alt"":248.9,""lat"":42.00715599,""lng"":-88.13204007}","","","","","",""
"2019-02-01T03:36:58.984110Z","","","",7.471,"","","","","",9.70794,""
"2019-02-01T03:36:58.837172Z","","","","","","","",1620.0,"","",1620.001264222503
"2019-02-01T03:36:56.837994Z","","","","","","","","",788.0,"",""
"2019-02-01T03:36:55.837257Z","","","","","","",11580.0,"","","",""
"2019-02-01T03:36:54.980180Z","","","","","{""alt"":247.598,""lat"":42.00747526,""lng"":-88.13204291}","","","","","",""
"2019-02-01T03:36:54.980097Z","","","",9.464,"","","","","",11.700940000000001,""
"2019-02-01T03:36:51.837959Z","","","","","","","","",868.0,"",""
"2019-02-01T03:36:51.837172Z","","","","","","","",2040.0,"","",2040.001264222503
"2019-02-01T03:36:50.837191Z","","","","","","",11580.0,"","","",""
"2019-02-01T03:36:48.986578Z","","","","","{""alt"":247.442,""lat"":42.00800272,""lng"":-88.1320447}","","","","","",""
"2019-02-01T03:36:48.986494Z","","","",9.627,"","","","","",11.863940000000001,""
"2019-02-01T03:36:48.837174Z","","","","","","","",2.1e3,"","",2100.0012642225033
"2019-02-01T03:36:46.837965Z","","","","","","","","",1040.0,"",""
"2019-02-01T03:36:45.837211Z","","","","","","",1.17e4,"","","",""
"2019-02-01T03:36:44.990085Z","","","","","{""alt"":248.357,""lat"":42.00835041,""lng"":-88.13208648}","","","","","",""
"2019-02-01T03:36:44.990003Z","","","",9.659,"","","","","",11.895940000000001,""
"2019-02-01T03:36:42.837161Z","","","","","","","",2040.0,"","",2040.001264222503
"2019-02-01T03:36:41.837976Z","","","","","","","","",1039.0,"",""
"2019-02-01T03:36:40.837223Z","","","","","","",11340.0,"","","",""
"2019-02-01T03:36:38.992215Z","","","","","{""alt"":252.924,""lat"":42.00888853,""lng"":-88.13207895}","","","","","",""
"2019-02-01T03:36:38.992132Z","","","",9.425,"","","","","",11.661940000000001,""
"2019-02-01T03:36:37.837202Z","","","","","","","",2040.0,"","",2040.001264222503
"2019-02-01T03:36:36.837966Z","","","","","","","","",866.0,"",""
